;Diagnostico;Region;Actividad Economica;Edad;Sexo;Seguro;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Observación
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;829;2855;1659;2622;2779;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;9;5;0;9;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;18269;18446;19586;18954;21041;31325;25293;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;18858;19733;20575;19760;14167;17749;16731;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;25094;28004;27155;23720;5677;4515;14785;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;8266;8547;8711;8400;5957;6341;6384;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;9971;11089;12079;10294;3830;2840;4776;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;8336;8747;9319;8671;4061;4487;5753;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;3778;3901;3590;2837;2284;2232;2692;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;4090;4521;4248;3847;2298;2330;2604;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;3334;3425;3590;3220;2778;2437;2513;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;2438;2406;2346;2022;1661;1555;1376;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;9357;12296;22099;
;Licencia médica preventiva parental;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;2093;1947;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;13993;14723;15260;13780;8724;11036;10711;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Biobío (VIII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;3;51;21;2;19;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;7200;7522;8767;10247;8433;13872;12648;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;6460;7167;8043;8501;5324;5979;6524;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;10002;11275;11339;11973;2619;1847;7282;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;2803;3050;3279;3687;2443;2614;2941;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;3638;4275;4707;4721;1772;1347;2357;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;3618;3677;4528;5062;2358;2381;3153;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;1328;1492;1484;1426;928;853;972;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;1701;1813;1893;1996;1114;1118;1287;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;1509;1498;1533;1604;1345;1199;1182;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;920;912;947;966;699;763;698;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;3559;6403;12634;
;Licencia médica preventiva parental;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;953;922;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;5201;5767;5942;6301;3487;4679;4478;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;3;60;19;1;14;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;2390;2586;2906;3046;2602;3917;4106;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;2684;2901;3104;3200;2070;2234;2464;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;4818;5301;5434;5275;1246;770;3283;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1243;1318;1487;1505;1039;1121;1166;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1637;2130;2131;2047;747;501;1003;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1455;1555;1882;1993;1067;977;1258;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;313;315;378;374;213;234;232;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;578;626;652;648;352;430;461;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;497;556;781;866;720;426;464;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;383;373;465;442;226;314;244;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;1854;3297;6009;
;Licencia médica preventiva parental;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;282;249;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;2289;2220;2420;2639;1499;1804;1720;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;26;2;0;4;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;7767;7855;9503;10641;10243;16780;16125;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;8963;9619;9886;10350;6844;8693;8810;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;13856;15307;15341;15177;3577;3344;11333;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;4166;4426;4766;5289;3686;4218;4634;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;4638;5547;6135;5532;2150;1819;3028;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;4677;4707;5169;5533;2629;3286;4151;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;1487;1328;1428;1338;699;768;797;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;1802;1848;1979;1941;1108;1192;1462;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;1309;1637;1566;1515;1520;1252;1300;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;1195;1182;1175;1263;953;1085;1060;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;6113;11322;12807;
;Licencia médica preventiva parental;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;938;1071;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;6302;6407;6898;7668;4488;6357;5658;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Los Lagos (X);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;1;3;50;27;2;17;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;1057;1130;1132;1140;1138;1758;1701;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;951;988;989;997;501;599;682;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;1440;1722;1609;1513;331;328;1217;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;510;538;497;458;348;348;372;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;448;499;533;482;166;177;333;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;513;496;527;510;232;243;372;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;147;152;203;156;76;82;78;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;183;224;223;238;147;137;171;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;205;236;256;263;145;132;157;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;143;136;123;134;112;73;100;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;367;847;1482;
;Licencia médica preventiva parental;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;129;100;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;749;777;721;696;333;515;457;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Aysén (XI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;4;3;2;4;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1894;2036;2444;2985;2761;4391;3483;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;3042;3673;3702;4382;2404;2980;2797;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;3130;3500;3633;4532;1108;817;2423;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1502;1517;1923;1943;1135;1159;1369;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1197;1495;1678;1723;465;389;628;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1057;1236;1323;1621;730;812;904;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;379;389;438;320;301;242;189;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;512;492;600;640;355;340;353;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;635;656;742;740;514;542;505;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;364;356;391;411;319;334;249;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;4584;2969;4466;
;Licencia médica preventiva parental;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;258;221;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1857;2060;2335;2655;1427;2063;1654;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Magallanes (XII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;7;3;0;23;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;1811;1917;204;283;1669;403;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;2632;2554;254;199;764;176;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;2778;2882;395;96;371;143;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;1277;1184;201;120;415;132;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;686;841;195;63;119;27;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;1508;1639;103;85;414;71;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;525;439;35;37;66;14;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;553;500;57;27;182;29;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;449;450;32;66;95;31;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;292;278;16;31;92;36;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;1045;2143;407;
;Licencia médica preventiva parental;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;16432;4285;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;1787;1557;209;127;562;105;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Sin información;todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;0;0;0;0;
